"","artist_name","artist_id","album_id","album_type","album_release_date","album_release_year","album_release_date_precision","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","track_id","analysis_url","time_signature","disc_number","duration_ms","explicit","track_href","is_local","track_name","track_preview_url","track_number","type","track_uri","external_urls.spotify","album_name","key_name","mode_name","key_mode"
"25","Taylor Swift","06HL4z0CvFAxyc27GXpf02","4894htPwC6zoiuTqUQwn4I","album","2022-10-21",2022,"day",0.693,0.387,2,-10.304,1,0.0663,0.392,9.11e-06,0.124,0.364,120.045,"5phOffUF55tovtQaz1alMo","https://api.spotify.com/v1/audio-analysis/5phOffUF55tovtQaz1alMo",4,1,194206,FALSE,"https://api.spotify.com/v1/tracks/5phOffUF55tovtQaz1alMo",FALSE,"You're On Your Own, Kid",NA,5,"track","spotify:track:5phOffUF55tovtQaz1alMo","https://open.spotify.com/track/5phOffUF55tovtQaz1alMo","Midnights (3am Edition)","D","major","D major"
"26","Taylor Swift","06HL4z0CvFAxyc27GXpf02","4894htPwC6zoiuTqUQwn4I","album","2022-10-21",2022,"day",0.629,0.385,0,-11.722,1,0.0749,0.712,5.19e-05,0.115,0.228,140.002,"5UWacUKRimvuHRIH0XgwAt","https://api.spotify.com/v1/audio-analysis/5UWacUKRimvuHRIH0XgwAt",4,1,174782,FALSE,"https://api.spotify.com/v1/tracks/5UWacUKRimvuHRIH0XgwAt",FALSE,"Midnight Rain",NA,6,"track","spotify:track:5UWacUKRimvuHRIH0XgwAt","https://open.spotify.com/track/5UWacUKRimvuHRIH0XgwAt","Midnights (3am Edition)","C","major","C major"
"27","Taylor Swift","06HL4z0CvFAxyc27GXpf02","4894htPwC6zoiuTqUQwn4I","album","2022-10-21",2022,"day",0.722,0.494,7,-8.691,1,0.204,0.216,0,0.226,0.131,108.94,"4sC589n5FFW9jHOSUxnkd6","https://api.spotify.com/v1/audio-analysis/4sC589n5FFW9jHOSUxnkd6",4,1,210556,FALSE,"https://api.spotify.com/v1/tracks/4sC589n5FFW9jHOSUxnkd6",FALSE,"Question...?",NA,7,"track","spotify:track:4sC589n5FFW9jHOSUxnkd6","https://open.spotify.com/track/4sC589n5FFW9jHOSUxnkd6","Midnights (3am Edition)","G","major","G major"
"28","Taylor Swift","06HL4z0CvFAxyc27GXpf02","4894htPwC6zoiuTqUQwn4I","album","2022-10-21",2022,"day",0.875,0.286,9,-10.943,1,0.361,0.163,4.23e-05,0.127,0.155,79.97,"5dvjl2nhzcLM6NXzkpKDiL","https://api.spotify.com/v1/audio-analysis/5dvjl2nhzcLM6NXzkpKDiL",4,1,164801,FALSE,"https://api.spotify.com/v1/tracks/5dvjl2nhzcLM6NXzkpKDiL",FALSE,"Vigilante Shit",NA,8,"track","spotify:track:5dvjl2nhzcLM6NXzkpKDiL","https://open.spotify.com/track/5dvjl2nhzcLM6NXzkpKDiL","Midnights (3am Edition)","A","major","A major"
"29","Taylor Swift","06HL4z0CvFAxyc27GXpf02","4894htPwC6zoiuTqUQwn4I","album","2022-10-21",2022,"day",0.693,0.543,7,-9.153,1,0.0677,0.0635,5.12e-05,0.0839,0.4,164.027,"5Xv1T61pCSa1tFhcj3XVXe","https://api.spotify.com/v1/audio-analysis/5Xv1T61pCSa1tFhcj3XVXe",4,1,194165,FALSE,"https://api.spotify.com/v1/tracks/5Xv1T61pCSa1tFhcj3XVXe",FALSE,"Bejeweled",NA,9,"track","spotify:track:5Xv1T61pCSa1tFhcj3XVXe","https://open.spotify.com/track/5Xv1T61pCSa1tFhcj3XVXe","Midnights (3am Edition)","G","major","G major"
"30","Taylor Swift","06HL4z0CvFAxyc27GXpf02","4894htPwC6zoiuTqUQwn4I","album","2022-10-21",2022,"day",0.475,0.309,0,-15.412,1,0.0423,0.784,0.465,0.123,0.143,109.967,"4vqFHZjXf66USVlJ16utFN","https://api.spotify.com/v1/audio-analysis/4vqFHZjXf66USVlJ16utFN",4,1,247962,FALSE,"https://api.spotify.com/v1/tracks/4vqFHZjXf66USVlJ16utFN",FALSE,"Labyrinth",NA,10,"track","spotify:track:4vqFHZjXf66USVlJ16utFN","https://open.spotify.com/track/4vqFHZjXf66USVlJ16utFN","Midnights (3am Edition)","C","major","C major"
"31","Taylor Swift","06HL4z0CvFAxyc27GXpf02","4894htPwC6zoiuTqUQwn4I","album","2022-10-21",2022,"day",0.654,0.638,8,-7.084,1,0.075,0.0727,0,0.497,0.0941,90.007,"5GjkD2Xujig8TPty57wfsS","https://api.spotify.com/v1/audio-analysis/5GjkD2Xujig8TPty57wfsS",4,1,204852,FALSE,"https://api.spotify.com/v1/tracks/5GjkD2Xujig8TPty57wfsS",FALSE,"Karma",NA,11,"track","spotify:track:5GjkD2Xujig8TPty57wfsS","https://open.spotify.com/track/5GjkD2Xujig8TPty57wfsS","Midnights (3am Edition)","G#","major","G# major"
"32","Taylor Swift","06HL4z0CvFAxyc27GXpf02","4894htPwC6zoiuTqUQwn4I","album","2022-10-21",2022,"day",0.435,0.163,0,-14.889,1,0.0509,0.967,5.79e-05,0.115,0.392,117.747,"3G7anCyYYjbXGtrAqdwUka","https://api.spotify.com/v1/audio-analysis/3G7anCyYYjbXGtrAqdwUka",4,1,188496,FALSE,"https://api.spotify.com/v1/tracks/3G7anCyYYjbXGtrAqdwUka",FALSE,"Sweet Nothing",NA,12,"track","spotify:track:3G7anCyYYjbXGtrAqdwUka","https://open.spotify.com/track/3G7anCyYYjbXGtrAqdwUka","Midnights (3am Edition)","C","major","C major"
"33","Taylor Swift","06HL4z0CvFAxyc27GXpf02","4894htPwC6zoiuTqUQwn4I","album","2022-10-21",2022,"day",0.656,0.341,4,-14.088,1,0.157,0.561,0.00111,0.0871,0.143,125.984,"6pXGAXMfoi7q7sek9uCFSL","https://api.spotify.com/v1/audio-analysis/6pXGAXMfoi7q7sek9uCFSL",4,1,191039,FALSE,"https://api.spotify.com/v1/tracks/6pXGAXMfoi7q7sek9uCFSL",FALSE,"Mastermind",NA,13,"track","spotify:track:6pXGAXMfoi7q7sek9uCFSL","https://open.spotify.com/track/6pXGAXMfoi7q7sek9uCFSL","Midnights (3am Edition)","E","major","E major"
"34","Taylor Swift","06HL4z0CvFAxyc27GXpf02","4894htPwC6zoiuTqUQwn4I","album","2022-10-21",2022,"day",0.57,0.739,5,-9.013,1,0.0358,0.213,1.78e-05,0.0937,0.593,96.025,"5BYl3SodS3rGmafWXRWmB7","https://api.spotify.com/v1/audio-analysis/5BYl3SodS3rGmafWXRWmB7",4,1,240355,FALSE,"https://api.spotify.com/v1/tracks/5BYl3SodS3rGmafWXRWmB7",FALSE,"The Great War",NA,14,"track","spotify:track:5BYl3SodS3rGmafWXRWmB7","https://open.spotify.com/track/5BYl3SodS3rGmafWXRWmB7","Midnights (3am Edition)","F","major","F major"
"35","Taylor Swift","06HL4z0CvFAxyc27GXpf02","4894htPwC6zoiuTqUQwn4I","album","2022-10-21",2022,"day",0.395,0.226,6,-12.511,1,0.0518,0.829,0.00322,0.115,0.0656,165.523,"3jzbpOzoYa22FvzBkNkLvC","https://api.spotify.com/v1/audio-analysis/3jzbpOzoYa22FvzBkNkLvC",4,1,218502,FALSE,"https://api.spotify.com/v1/tracks/3jzbpOzoYa22FvzBkNkLvC",FALSE,"Bigger Than The Whole Sky",NA,15,"track","spotify:track:3jzbpOzoYa22FvzBkNkLvC","https://open.spotify.com/track/3jzbpOzoYa22FvzBkNkLvC","Midnights (3am Edition)","F#","major","F# major"
"36","Taylor Swift","06HL4z0CvFAxyc27GXpf02","4894htPwC6zoiuTqUQwn4I","album","2022-10-21",2022,"day",0.696,0.485,7,-10.573,1,0.123,0.103,6.69e-05,0.136,0.339,110.962,"6J834IBcZJMH38ksrgAqwF","https://api.spotify.com/v1/audio-analysis/6J834IBcZJMH38ksrgAqwF",4,1,196258,FALSE,"https://api.spotify.com/v1/tracks/6J834IBcZJMH38ksrgAqwF",FALSE,"Paris",NA,16,"track","spotify:track:6J834IBcZJMH38ksrgAqwF","https://open.spotify.com/track/6J834IBcZJMH38ksrgAqwF","Midnights (3am Edition)","G","major","G major"
"37","Taylor Swift","06HL4z0CvFAxyc27GXpf02","4894htPwC6zoiuTqUQwn4I","album","2022-10-21",2022,"day",0.652,0.536,10,-10.211,1,0.0881,0.712,0,0.0854,0.758,87.963,"4356PL6jkERzJouVfQQkZo","https://api.spotify.com/v1/audio-analysis/4356PL6jkERzJouVfQQkZo",4,1,231475,FALSE,"https://api.spotify.com/v1/tracks/4356PL6jkERzJouVfQQkZo",FALSE,"High Infidelity",NA,17,"track","spotify:track:4356PL6jkERzJouVfQQkZo","https://open.spotify.com/track/4356PL6jkERzJouVfQQkZo","Midnights (3am Edition)","A#","major","A# major"
"38","Taylor Swift","06HL4z0CvFAxyc27GXpf02","4894htPwC6zoiuTqUQwn4I","album","2022-10-21",2022,"day",0.571,0.477,11,-9.737,0,0.246,0.313,0,0.11,0.331,140.734,"6RJBrG3VHz2hPITjv88chh","https://api.spotify.com/v1/audio-analysis/6RJBrG3VHz2hPITjv88chh",4,1,148781,FALSE,"https://api.spotify.com/v1/tracks/6RJBrG3VHz2hPITjv88chh",FALSE,"Glitch",NA,18,"track","spotify:track:6RJBrG3VHz2hPITjv88chh","https://open.spotify.com/track/6RJBrG3VHz2hPITjv88chh","Midnights (3am Edition)","B","minor","B minor"
"39","Taylor Swift","06HL4z0CvFAxyc27GXpf02","4894htPwC6zoiuTqUQwn4I","album","2022-10-21",2022,"day",0.488,0.832,0,-6.508,1,0.114,0.424,0.00288,0.139,0.554,157.984,"3pUa0ZxdSeaJXm0EIydD3F","https://api.spotify.com/v1/audio-analysis/3pUa0ZxdSeaJXm0EIydD3F",4,1,260361,FALSE,"https://api.spotify.com/v1/tracks/3pUa0ZxdSeaJXm0EIydD3F",FALSE,"Would've, Could've, Should've",NA,19,"track","spotify:track:3pUa0ZxdSeaJXm0EIydD3F","https://open.spotify.com/track/3pUa0ZxdSeaJXm0EIydD3F","Midnights (3am Edition)","C","major","C major"
"40","Taylor Swift","06HL4z0CvFAxyc27GXpf02","4894htPwC6zoiuTqUQwn4I","album","2022-10-21",2022,"day",0.681,0.396,0,-12.109,1,0.0487,0.487,0.00138,0.117,0.157,107.954,"7lFNXsbcbds699xCWO3pSe","https://api.spotify.com/v1/audio-analysis/7lFNXsbcbds699xCWO3pSe",4,1,225194,FALSE,"https://api.spotify.com/v1/tracks/7lFNXsbcbds699xCWO3pSe",FALSE,"Dear Reader",NA,20,"track","spotify:track:7lFNXsbcbds699xCWO3pSe","https://open.spotify.com/track/7lFNXsbcbds699xCWO3pSe","Midnights (3am Edition)","C","major","C major"
"41","Taylor Swift","06HL4z0CvFAxyc27GXpf02","151w1FgRZfnKZA9FEcg9Z3","album","2022-10-21",2022,"day",0.733,0.436,10,-10.489,1,0.08,0.258,0.000573,0.157,0.0976,96.985,"5jQI2r1RdgtuT8S3iG8zFC","https://api.spotify.com/v1/audio-analysis/5jQI2r1RdgtuT8S3iG8zFC",4,1,202395,TRUE,"https://api.spotify.com/v1/tracks/5jQI2r1RdgtuT8S3iG8zFC",FALSE,"Lavender Haze",NA,1,"track","spotify:track:5jQI2r1RdgtuT8S3iG8zFC","https://open.spotify.com/track/5jQI2r1RdgtuT8S3iG8zFC","Midnights","A#","major","A# major"
