"","artist_name","artist_id","album_id","album_type","album_release_date","album_release_year","album_release_date_precision","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","track_id","analysis_url","time_signature","disc_number","duration_ms","explicit","track_href","is_local","track_name","track_preview_url","track_number","type","track_uri","external_urls.spotify","album_name","key_name","mode_name","key_mode"
"1","Taylor Swift","06HL4z0CvFAxyc27GXpf02","3lS1y25WAhcqJDATJK70Mq","album","2022-10-22",2022,"day",0.735,0.444,10,-10.519,1,0.0684,0.204,0.0012,0.17,0.0984,97.038,"4g2c7NoTWAOSYDy44l9nub","https://api.spotify.com/v1/audio-analysis/4g2c7NoTWAOSYDy44l9nub",4,1,202395,TRUE,"https://api.spotify.com/v1/tracks/4g2c7NoTWAOSYDy44l9nub",FALSE,"Lavender Haze",NA,1,"track","spotify:track:4g2c7NoTWAOSYDy44l9nub","https://open.spotify.com/track/4g2c7NoTWAOSYDy44l9nub","Midnights (3am Edition)","A#","major","A# major"
"2","Taylor Swift","06HL4z0CvFAxyc27GXpf02","3lS1y25WAhcqJDATJK70Mq","album","2022-10-22",2022,"day",0.658,0.378,7,-8.3,1,0.0379,0.0593,0,0.0976,0.0382,108.034,"199E1RRrVmVTQqBXih5qRC","https://api.spotify.com/v1/audio-analysis/199E1RRrVmVTQqBXih5qRC",4,1,218270,TRUE,"https://api.spotify.com/v1/tracks/199E1RRrVmVTQqBXih5qRC",FALSE,"Maroon",NA,2,"track","spotify:track:199E1RRrVmVTQqBXih5qRC","https://open.spotify.com/track/199E1RRrVmVTQqBXih5qRC","Midnights (3am Edition)","G","major","G major"
"3","Taylor Swift","06HL4z0CvFAxyc27GXpf02","3lS1y25WAhcqJDATJK70Mq","album","2022-10-22",2022,"day",0.638,0.634,4,-6.582,1,0.0457,0.133,1.23e-06,0.152,0.519,96.953,"02Zkkf2zMkwRGQjZ7T4p8f","https://api.spotify.com/v1/audio-analysis/02Zkkf2zMkwRGQjZ7T4p8f",4,1,200690,FALSE,"https://api.spotify.com/v1/tracks/02Zkkf2zMkwRGQjZ7T4p8f",FALSE,"Anti-Hero",NA,3,"track","spotify:track:02Zkkf2zMkwRGQjZ7T4p8f","https://open.spotify.com/track/02Zkkf2zMkwRGQjZ7T4p8f","Midnights (3am Edition)","E","major","E major"
"4","Taylor Swift","06HL4z0CvFAxyc27GXpf02","3lS1y25WAhcqJDATJK70Mq","album","2022-10-22",2022,"day",0.659,0.323,9,-13.425,1,0.0436,0.735,0.00321,0.116,0.154,110.007,"6ADDIJxxqzM9LMpm78yzQG","https://api.spotify.com/v1/audio-analysis/6ADDIJxxqzM9LMpm78yzQG",4,1,256124,TRUE,"https://api.spotify.com/v1/tracks/6ADDIJxxqzM9LMpm78yzQG",FALSE,"Snow On The Beach (feat. Lana Del Rey)",NA,4,"track","spotify:track:6ADDIJxxqzM9LMpm78yzQG","https://open.spotify.com/track/6ADDIJxxqzM9LMpm78yzQG","Midnights (3am Edition)","A","major","A major"
"5","Taylor Swift","06HL4z0CvFAxyc27GXpf02","3lS1y25WAhcqJDATJK70Mq","album","2022-10-22",2022,"day",0.694,0.38,2,-10.307,1,0.0614,0.416,8.47e-06,0.126,0.376,120.044,"7gVWKBcfIW93YxNBi3ApIE","https://api.spotify.com/v1/audio-analysis/7gVWKBcfIW93YxNBi3ApIE",4,1,194206,FALSE,"https://api.spotify.com/v1/tracks/7gVWKBcfIW93YxNBi3ApIE",FALSE,"You're On Your Own, Kid",NA,5,"track","spotify:track:7gVWKBcfIW93YxNBi3ApIE","https://open.spotify.com/track/7gVWKBcfIW93YxNBi3ApIE","Midnights (3am Edition)","D","major","D major"
"6","Taylor Swift","06HL4z0CvFAxyc27GXpf02","3lS1y25WAhcqJDATJK70Mq","album","2022-10-22",2022,"day",0.636,0.377,0,-11.721,1,0.0708,0.71,6.51e-05,0.115,0.23,139.966,"6Nl7KyvjkFncGsjB49SxLl","https://api.spotify.com/v1/audio-analysis/6Nl7KyvjkFncGsjB49SxLl",4,1,174782,FALSE,"https://api.spotify.com/v1/tracks/6Nl7KyvjkFncGsjB49SxLl",FALSE,"Midnight Rain",NA,6,"track","spotify:track:6Nl7KyvjkFncGsjB49SxLl","https://open.spotify.com/track/6Nl7KyvjkFncGsjB49SxLl","Midnights (3am Edition)","C","major","C major"
"7","Taylor Swift","06HL4z0CvFAxyc27GXpf02","3lS1y25WAhcqJDATJK70Mq","album","2022-10-22",2022,"day",0.751,0.502,7,-8.777,1,0.162,0.226,0,0.297,0.112,108.989,"6C7OF1Jal7YkyjzyUG8vkK","https://api.spotify.com/v1/audio-analysis/6C7OF1Jal7YkyjzyUG8vkK",4,1,210556,TRUE,"https://api.spotify.com/v1/tracks/6C7OF1Jal7YkyjzyUG8vkK",FALSE,"Question...?",NA,7,"track","spotify:track:6C7OF1Jal7YkyjzyUG8vkK","https://open.spotify.com/track/6C7OF1Jal7YkyjzyUG8vkK","Midnights (3am Edition)","G","major","G major"
"8","Taylor Swift","06HL4z0CvFAxyc27GXpf02","3lS1y25WAhcqJDATJK70Mq","album","2022-10-22",2022,"day",0.87,0.279,4,-11.134,0,0.364,0.16,1.74e-05,0.121,0.16,79.996,"5yeuXkukVGuix3vmLu2BPJ","https://api.spotify.com/v1/audio-analysis/5yeuXkukVGuix3vmLu2BPJ",4,1,164801,TRUE,"https://api.spotify.com/v1/tracks/5yeuXkukVGuix3vmLu2BPJ",FALSE,"Vigilante Shit",NA,8,"track","spotify:track:5yeuXkukVGuix3vmLu2BPJ","https://open.spotify.com/track/5yeuXkukVGuix3vmLu2BPJ","Midnights (3am Edition)","E","minor","E minor"
"9","Taylor Swift","06HL4z0CvFAxyc27GXpf02","3lS1y25WAhcqJDATJK70Mq","album","2022-10-22",2022,"day",0.7,0.55,7,-9.13,1,0.0653,0.0661,0.000102,0.091,0.412,164.003,"0jvo9CjnbR0lYUDTSNTMiu","https://api.spotify.com/v1/audio-analysis/0jvo9CjnbR0lYUDTSNTMiu",4,1,194165,FALSE,"https://api.spotify.com/v1/tracks/0jvo9CjnbR0lYUDTSNTMiu",FALSE,"Bejeweled",NA,9,"track","spotify:track:0jvo9CjnbR0lYUDTSNTMiu","https://open.spotify.com/track/0jvo9CjnbR0lYUDTSNTMiu","Midnights (3am Edition)","G","major","G major"
"10","Taylor Swift","06HL4z0CvFAxyc27GXpf02","3lS1y25WAhcqJDATJK70Mq","album","2022-10-22",2022,"day",0.487,0.313,0,-15.434,1,0.0487,0.791,0.348,0.124,0.141,110.039,"43q586vP8gGkYypKoSddhl","https://api.spotify.com/v1/audio-analysis/43q586vP8gGkYypKoSddhl",4,1,247962,FALSE,"https://api.spotify.com/v1/tracks/43q586vP8gGkYypKoSddhl",FALSE,"Labyrinth",NA,10,"track","spotify:track:43q586vP8gGkYypKoSddhl","https://open.spotify.com/track/43q586vP8gGkYypKoSddhl","Midnights (3am Edition)","C","major","C major"
"11","Taylor Swift","06HL4z0CvFAxyc27GXpf02","3lS1y25WAhcqJDATJK70Mq","album","2022-10-22",2022,"day",0.649,0.622,8,-7.054,1,0.0582,0.074,0,0.594,0.106,90.024,"5oqDgw5VGBln5dSIOPWyBq","https://api.spotify.com/v1/audio-analysis/5oqDgw5VGBln5dSIOPWyBq",4,1,204852,TRUE,"https://api.spotify.com/v1/tracks/5oqDgw5VGBln5dSIOPWyBq",FALSE,"Karma",NA,11,"track","spotify:track:5oqDgw5VGBln5dSIOPWyBq","https://open.spotify.com/track/5oqDgw5VGBln5dSIOPWyBq","Midnights (3am Edition)","G#","major","G# major"
"12","Taylor Swift","06HL4z0CvFAxyc27GXpf02","3lS1y25WAhcqJDATJK70Mq","album","2022-10-22",2022,"day",0.334,0.161,0,-14.875,1,0.0506,0.967,4.71e-05,0.115,0.396,176.747,"3zmwONxswBAzGwExPugSLN","https://api.spotify.com/v1/audio-analysis/3zmwONxswBAzGwExPugSLN",4,1,188496,FALSE,"https://api.spotify.com/v1/tracks/3zmwONxswBAzGwExPugSLN",FALSE,"Sweet Nothing",NA,12,"track","spotify:track:3zmwONxswBAzGwExPugSLN","https://open.spotify.com/track/3zmwONxswBAzGwExPugSLN","Midnights (3am Edition)","C","major","C major"
"13","Taylor Swift","06HL4z0CvFAxyc27GXpf02","3lS1y25WAhcqJDATJK70Mq","album","2022-10-22",2022,"day",0.661,0.352,4,-14.077,1,0.117,0.571,0.00147,0.0884,0.13,125.934,"56hioFjQ0DXrdn04hZcFgG","https://api.spotify.com/v1/audio-analysis/56hioFjQ0DXrdn04hZcFgG",4,1,191039,FALSE,"https://api.spotify.com/v1/tracks/56hioFjQ0DXrdn04hZcFgG",FALSE,"Mastermind",NA,13,"track","spotify:track:56hioFjQ0DXrdn04hZcFgG","https://open.spotify.com/track/56hioFjQ0DXrdn04hZcFgG","Midnights (3am Edition)","E","major","E major"
"14","Taylor Swift","06HL4z0CvFAxyc27GXpf02","3lS1y25WAhcqJDATJK70Mq","album","2022-10-22",2022,"day",0.573,0.741,5,-8.987,1,0.0353,0.219,2.23e-05,0.0842,0.554,96.016,"3UMrglJeju5yWyYIW6o99b","https://api.spotify.com/v1/audio-analysis/3UMrglJeju5yWyYIW6o99b",4,1,240355,FALSE,"https://api.spotify.com/v1/tracks/3UMrglJeju5yWyYIW6o99b",FALSE,"The Great War",NA,14,"track","spotify:track:3UMrglJeju5yWyYIW6o99b","https://open.spotify.com/track/3UMrglJeju5yWyYIW6o99b","Midnights (3am Edition)","F","major","F major"
"15","Taylor Swift","06HL4z0CvFAxyc27GXpf02","3lS1y25WAhcqJDATJK70Mq","album","2022-10-22",2022,"day",0.422,0.235,6,-12.379,1,0.0568,0.826,0.00648,0.115,0.068,165.71,"0BiqmkasE5FdrChwKfVp8X","https://api.spotify.com/v1/audio-analysis/0BiqmkasE5FdrChwKfVp8X",4,1,218502,FALSE,"https://api.spotify.com/v1/tracks/0BiqmkasE5FdrChwKfVp8X",FALSE,"Bigger Than The Whole Sky",NA,15,"track","spotify:track:0BiqmkasE5FdrChwKfVp8X","https://open.spotify.com/track/0BiqmkasE5FdrChwKfVp8X","Midnights (3am Edition)","F#","major","F# major"
"16","Taylor Swift","06HL4z0CvFAxyc27GXpf02","3lS1y25WAhcqJDATJK70Mq","album","2022-10-22",2022,"day",0.7,0.509,7,-10.547,1,0.0789,0.112,3.27e-05,0.137,0.345,110.947,"7712gjoih4QoDbXpljEk21","https://api.spotify.com/v1/audio-analysis/7712gjoih4QoDbXpljEk21",4,1,196258,FALSE,"https://api.spotify.com/v1/tracks/7712gjoih4QoDbXpljEk21",FALSE,"Paris",NA,16,"track","spotify:track:7712gjoih4QoDbXpljEk21","https://open.spotify.com/track/7712gjoih4QoDbXpljEk21","Midnights (3am Edition)","G","major","G major"
"17","Taylor Swift","06HL4z0CvFAxyc27GXpf02","3lS1y25WAhcqJDATJK70Mq","album","2022-10-22",2022,"day",0.646,0.529,10,-10.179,1,0.0864,0.723,0,0.0885,0.755,87.862,"5kiZGSxgqPdv6rbqL9THdd","https://api.spotify.com/v1/audio-analysis/5kiZGSxgqPdv6rbqL9THdd",4,1,231475,FALSE,"https://api.spotify.com/v1/tracks/5kiZGSxgqPdv6rbqL9THdd",FALSE,"High Infidelity",NA,17,"track","spotify:track:5kiZGSxgqPdv6rbqL9THdd","https://open.spotify.com/track/5kiZGSxgqPdv6rbqL9THdd","Midnights (3am Edition)","A#","major","A# major"
"18","Taylor Swift","06HL4z0CvFAxyc27GXpf02","3lS1y25WAhcqJDATJK70Mq","album","2022-10-22",2022,"day",0.675,0.466,11,-9.738,0,0.201,0.361,0,0.11,0.347,140.864,"6wAFvJPpTZVirBKGZ4EnMW","https://api.spotify.com/v1/audio-analysis/6wAFvJPpTZVirBKGZ4EnMW",4,1,148781,FALSE,"https://api.spotify.com/v1/tracks/6wAFvJPpTZVirBKGZ4EnMW",FALSE,"Glitch",NA,18,"track","spotify:track:6wAFvJPpTZVirBKGZ4EnMW","https://open.spotify.com/track/6wAFvJPpTZVirBKGZ4EnMW","Midnights (3am Edition)","B","minor","B minor"
"19","Taylor Swift","06HL4z0CvFAxyc27GXpf02","3lS1y25WAhcqJDATJK70Mq","album","2022-10-22",2022,"day",0.483,0.84,7,-6.508,1,0.119,0.43,0.000575,0.146,0.55,157.979,"0aV5uARAknQgYhBaK944FP","https://api.spotify.com/v1/audio-analysis/0aV5uARAknQgYhBaK944FP",4,1,260361,FALSE,"https://api.spotify.com/v1/tracks/0aV5uARAknQgYhBaK944FP",FALSE,"Would've, Could've, Should've",NA,19,"track","spotify:track:0aV5uARAknQgYhBaK944FP","https://open.spotify.com/track/0aV5uARAknQgYhBaK944FP","Midnights (3am Edition)","G","major","G major"
"20","Taylor Swift","06HL4z0CvFAxyc27GXpf02","3lS1y25WAhcqJDATJK70Mq","album","2022-10-22",2022,"day",0.562,0.388,0,-12.088,1,0.0705,0.481,0.00145,0.117,0.159,107.747,"3QF5RsWzK1lCvf2o2cY65P","https://api.spotify.com/v1/audio-analysis/3QF5RsWzK1lCvf2o2cY65P",4,1,225194,FALSE,"https://api.spotify.com/v1/tracks/3QF5RsWzK1lCvf2o2cY65P",FALSE,"Dear Reader",NA,20,"track","spotify:track:3QF5RsWzK1lCvf2o2cY65P","https://open.spotify.com/track/3QF5RsWzK1lCvf2o2cY65P","Midnights (3am Edition)","C","major","C major"
"21","Taylor Swift","06HL4z0CvFAxyc27GXpf02","4894htPwC6zoiuTqUQwn4I","album","2022-10-21",2022,"day",0.735,0.46,5,-10.501,0,0.0804,0.253,0.00167,0.184,0.106,96.962,"2KkIiEt1WIHOYItqkD30kR","https://api.spotify.com/v1/audio-analysis/2KkIiEt1WIHOYItqkD30kR",4,1,202395,FALSE,"https://api.spotify.com/v1/tracks/2KkIiEt1WIHOYItqkD30kR",FALSE,"Lavender Haze",NA,1,"track","spotify:track:2KkIiEt1WIHOYItqkD30kR","https://open.spotify.com/track/2KkIiEt1WIHOYItqkD30kR","Midnights (3am Edition)","F","minor","F minor"
"22","Taylor Swift","06HL4z0CvFAxyc27GXpf02","4894htPwC6zoiuTqUQwn4I","album","2022-10-21",2022,"day",0.65,0.404,7,-8.403,1,0.0356,0.0616,0,0.104,0.0379,108.03,"09T4f2HgIJY1Ia6FRjzTk3","https://api.spotify.com/v1/audio-analysis/09T4f2HgIJY1Ia6FRjzTk3",4,1,218270,FALSE,"https://api.spotify.com/v1/tracks/09T4f2HgIJY1Ia6FRjzTk3",FALSE,"Maroon",NA,2,"track","spotify:track:09T4f2HgIJY1Ia6FRjzTk3","https://open.spotify.com/track/09T4f2HgIJY1Ia6FRjzTk3","Midnights (3am Edition)","G","major","G major"
"23","Taylor Swift","06HL4z0CvFAxyc27GXpf02","4894htPwC6zoiuTqUQwn4I","album","2022-10-21",2022,"day",0.638,0.624,1,-6.577,0,0.0441,0.131,3.32e-06,0.15,0.474,96.889,"5ScZrVCMGSo7HbzTfJJaht","https://api.spotify.com/v1/audio-analysis/5ScZrVCMGSo7HbzTfJJaht",4,1,200690,FALSE,"https://api.spotify.com/v1/tracks/5ScZrVCMGSo7HbzTfJJaht",FALSE,"Anti-Hero",NA,3,"track","spotify:track:5ScZrVCMGSo7HbzTfJJaht","https://open.spotify.com/track/5ScZrVCMGSo7HbzTfJJaht","Midnights (3am Edition)","C#","minor","C# minor"
"24","Taylor Swift","06HL4z0CvFAxyc27GXpf02","4894htPwC6zoiuTqUQwn4I","album","2022-10-21",2022,"day",0.65,0.325,9,-13.483,1,0.0399,0.686,0.00144,0.137,0.172,109.947,"3A6QF5UMok0qq7gLKAmT9g","https://api.spotify.com/v1/audio-analysis/3A6QF5UMok0qq7gLKAmT9g",4,1,256124,FALSE,"https://api.spotify.com/v1/tracks/3A6QF5UMok0qq7gLKAmT9g",FALSE,"Snow On The Beach (feat. Lana Del Rey)",NA,4,"track","spotify:track:3A6QF5UMok0qq7gLKAmT9g","https://open.spotify.com/track/3A6QF5UMok0qq7gLKAmT9g","Midnights (3am Edition)","A","major","A major"
